"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISL","TAXREV","TOT","PC_GDP","A","2020",36.117,
"ISL","TAXREV","TOT","PC_GDP","A","2021",35.057,
"IRL","TAXREV","TOT","PC_GDP","A","2018",22.307,
"IRL","TAXREV","TOT","PC_GDP","A","2019",21.856,
"IRL","TAXREV","TOT","PC_GDP","A","2020",19.857,
"IRL","TAXREV","TOT","PC_GDP","A","2021",21.06,
"ITA","TAXREV","TOT","PC_GDP","A","2018",41.731,
"ITA","TAXREV","TOT","PC_GDP","A","2019",42.27,
"ITA","TAXREV","TOT","PC_GDP","A","2020",42.653,
"ITA","TAXREV","TOT","PC_GDP","A","2021",43.289,
"JPN","TAXREV","TOT","PC_GDP","A","2018",31.539,
"JPN","TAXREV","TOT","PC_GDP","A","2019",31.512,
"JPN","TAXREV","TOT","PC_GDP","A","2020",33.158,
"KOR","TAXREV","TOT","PC_GDP","A","2018",26.686,
"KOR","TAXREV","TOT","PC_GDP","A","2019",27.227,
"KOR","TAXREV","TOT","PC_GDP","A","2020",27.745,
"KOR","TAXREV","TOT","PC_GDP","A","2021",29.884,
"LUX","TAXREV","TOT","PC_GDP","A","2018",39.383,
"LUX","TAXREV","TOT","PC_GDP","A","2019",39.576,
"LUX","TAXREV","TOT","PC_GDP","A","2020",38.097,
"LUX","TAXREV","TOT","PC_GDP","A","2021",38.572,
"MEX","TAXREV","TOT","PC_GDP","A","2018",16.144,
"MEX","TAXREV","TOT","PC_GDP","A","2019",16.34,
"MEX","TAXREV","TOT","PC_GDP","A","2020",17.762,
"MEX","TAXREV","TOT","PC_GDP","A","2021",16.699,
"NLD","TAXREV","TOT","PC_GDP","A","2018",38.799,
"NLD","TAXREV","TOT","PC_GDP","A","2019",39.264,
"NLD","TAXREV","TOT","PC_GDP","A","2020",39.999,
"NLD","TAXREV","TOT","PC_GDP","A","2021",39.698,
"NZL","TAXREV","TOT","PC_GDP","A","2018",32.192,
"NZL","TAXREV","TOT","PC_GDP","A","2019",31.264,
"NZL","TAXREV","TOT","PC_GDP","A","2020",33.803,
"NZL","TAXREV","TOT","PC_GDP","A","2021",33.784,
"NOR","TAXREV","TOT","PC_GDP","A","2018",39.368,
"NOR","TAXREV","TOT","PC_GDP","A","2019",40.069,
"NOR","TAXREV","TOT","PC_GDP","A","2020",38.796,
"NOR","TAXREV","TOT","PC_GDP","A","2021",42.241,
"POL","TAXREV","TOT","PC_GDP","A","2018",35.143,
"POL","TAXREV","TOT","PC_GDP","A","2019",35.106,
"POL","TAXREV","TOT","PC_GDP","A","2020",35.54,
"POL","TAXREV","TOT","PC_GDP","A","2021",36.768,
"PRT","TAXREV","TOT","PC_GDP","A","2018",34.656,
"PRT","TAXREV","TOT","PC_GDP","A","2019",34.498,
"PRT","TAXREV","TOT","PC_GDP","A","2020",35.255,
"PRT","TAXREV","TOT","PC_GDP","A","2021",35.769,
"SVK","TAXREV","TOT","PC_GDP","A","2018",34.17,
"SVK","TAXREV","TOT","PC_GDP","A","2019",34.55,
"SVK","TAXREV","TOT","PC_GDP","A","2020",35.188,
"SVK","TAXREV","TOT","PC_GDP","A","2021",35.781,
"ESP","TAXREV","TOT","PC_GDP","A","2018",34.662,
"ESP","TAXREV","TOT","PC_GDP","A","2019",34.695,
"ESP","TAXREV","TOT","PC_GDP","A","2020",36.719,
"ESP","TAXREV","TOT","PC_GDP","A","2021",38.35,
"SWE","TAXREV","TOT","PC_GDP","A","2018",43.774,
"SWE","TAXREV","TOT","PC_GDP","A","2019",42.833,
"SWE","TAXREV","TOT","PC_GDP","A","2020",42.322,
"SWE","TAXREV","TOT","PC_GDP","A","2021",42.578,
"CHE","TAXREV","TOT","PC_GDP","A","2018",26.814,
"CHE","TAXREV","TOT","PC_GDP","A","2019",27.267,
"CHE","TAXREV","TOT","PC_GDP","A","2020",27.532,
"CHE","TAXREV","TOT","PC_GDP","A","2021",27.96,
"TUR","TAXREV","TOT","PC_GDP","A","2018",23.983,
"TUR","TAXREV","TOT","PC_GDP","A","2019",23.136,
"TUR","TAXREV","TOT","PC_GDP","A","2020",23.862,
"TUR","TAXREV","TOT","PC_GDP","A","2021",22.825,
"GBR","TAXREV","TOT","PC_GDP","A","2018",32.414,
"GBR","TAXREV","TOT","PC_GDP","A","2019",32.223,
"GBR","TAXREV","TOT","PC_GDP","A","2020",32.108,
"GBR","TAXREV","TOT","PC_GDP","A","2021",33.476,
"USA","TAXREV","TOT","PC_GDP","A","2018",24.923,
"USA","TAXREV","TOT","PC_GDP","A","2019",25.196,
"USA","TAXREV","TOT","PC_GDP","A","2020",25.75,
"USA","TAXREV","TOT","PC_GDP","A","2021",26.58,
"CHL","TAXREV","TOT","PC_GDP","A","2018",21.282,
"CHL","TAXREV","TOT","PC_GDP","A","2019",20.951,
"CHL","TAXREV","TOT","PC_GDP","A","2020",19.375,
"CHL","TAXREV","TOT","PC_GDP","A","2021",22.188,
"EST","TAXREV","TOT","PC_GDP","A","2018",32.901,
"EST","TAXREV","TOT","PC_GDP","A","2019",33.487,
"EST","TAXREV","TOT","PC_GDP","A","2020",33.256,
"EST","TAXREV","TOT","PC_GDP","A","2021",33.524,
"ISR","TAXREV","TOT","PC_GDP","A","2018",30.728,
"ISR","TAXREV","TOT","PC_GDP","A","2019",30.005,
"ISR","TAXREV","TOT","PC_GDP","A","2020",29.564,
"ISR","TAXREV","TOT","PC_GDP","A","2021",32.231,
"SVN","TAXREV","TOT","PC_GDP","A","2018",37.239,
"SVN","TAXREV","TOT","PC_GDP","A","2019",37.045,
"SVN","TAXREV","TOT","PC_GDP","A","2020",37.183,
"SVN","TAXREV","TOT","PC_GDP","A","2021",37.427,
"OAVG","TAXREV","TOT","PC_GDP","A","2018",33.47,
"OAVG","TAXREV","TOT","PC_GDP","A","2019",33.389,
"OAVG","TAXREV","TOT","PC_GDP","A","2020",33.555,
"OAVG","TAXREV","TOT","PC_GDP","A","2021",34.114,
"LVA","TAXREV","TOT","PC_GDP","A","2018",31.052,
"LVA","TAXREV","TOT","PC_GDP","A","2019",30.938,
"LVA","TAXREV","TOT","PC_GDP","A","2020",31.764,
"LVA","TAXREV","TOT","PC_GDP","A","2021",31.215,
"LTU","TAXREV","TOT","PC_GDP","A","2018",30.239,
"LTU","TAXREV","TOT","PC_GDP","A","2019",30.274,
"LTU","TAXREV","TOT","PC_GDP","A","2020",30.819,
"LTU","TAXREV","TOT","PC_GDP","A","2021",32.786,
"COL","TAXREV","TOT","PC_GDP","A","2018",19.265,
"COL","TAXREV","TOT","PC_GDP","A","2019",19.722,
"COL","TAXREV","TOT","PC_GDP","A","2020",18.791,
"COL","TAXREV","TOT","PC_GDP","A","2021",19.502,
"CRI","TAXREV","TOT","PC_GDP","A","2018",23.157,
"CRI","TAXREV","TOT","PC_GDP","A","2019",23.408,
"CRI","TAXREV","TOT","PC_GDP","A","2020",22.652,
"CRI","TAXREV","TOT","PC_GDP","A","2021",24.245,
