"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHE","GDP","TOT","MLN_USD","A","2020",611675.806,
"CHE","GDP","TOT","MLN_USD","A","2021",661282.472,
"CHE","GDP","TOT","MLN_USD","A","2022",723517.334,
"TUR","GDP","TOT","MLN_USD","A","2018",2302309.895,
"TUR","GDP","TOT","MLN_USD","A","2019",2313147.025,
"TUR","GDP","TOT","MLN_USD","A","2020",2332603.593,
"TUR","GDP","TOT","MLN_USD","A","2021",2581588.441,
"GBR","GDP","TOT","MLN_USD","A","2018",3137072.362,
"GBR","GDP","TOT","MLN_USD","A","2019",3294277.295,
"GBR","GDP","TOT","MLN_USD","A","2020",3077151.591,
"GBR","GDP","TOT","MLN_USD","A","2021",3355086.227,
"GBR","GDP","TOT","MLN_USD","A","2022",3740423.339,
"USA","GDP","TOT","MLN_USD","A","2018",20533058,
"USA","GDP","TOT","MLN_USD","A","2019",21380976,
"USA","GDP","TOT","MLN_USD","A","2020",21060474,
"USA","GDP","TOT","MLN_USD","A","2021",23315081,
"CHL","GDP","TOT","MLN_USD","A","2018",478093.911,
"CHL","GDP","TOT","MLN_USD","A","2019",487574.468,
"CHL","GDP","TOT","MLN_USD","A","2020",478780.35,
"CHL","GDP","TOT","MLN_USD","A","2021",552981.397,
"CHN","GDP","TOT","MLN_USD","A","2018",21736534.82,
"CHN","GDP","TOT","MLN_USD","A","2019",23441908.773,
"CHN","GDP","TOT","MLN_USD","A","2020",24255795.538,
"CHN","GDP","TOT","MLN_USD","A","2021",27445503.77,
"CHN","GDP","TOT","MLN_USD","A","2022",30090699.886,
"COL","GDP","TOT","MLN_USD","A","2018",747103.675,
"COL","GDP","TOT","MLN_USD","A","2019",796590.015,
"COL","GDP","TOT","MLN_USD","A","2020",769962.766,"P"
"COL","GDP","TOT","MLN_USD","A","2021",869840.596,"E"
"EST","GDP","TOT","MLN_USD","A","2018",48133.366,
"EST","GDP","TOT","MLN_USD","A","2019",51758.554,
"EST","GDP","TOT","MLN_USD","A","2020",52438.777,
"EST","GDP","TOT","MLN_USD","A","2021",57864.708,
"EST","GDP","TOT","MLN_USD","A","2022",63555.067,
"IND","GDP","TOT","MLN_USD","A","2018",9015546.032,
"IND","GDP","TOT","MLN_USD","A","2019",9657283.711,
"IDN","GDP","TOT","MLN_USD","A","2018",3116594.552,
"IDN","GDP","TOT","MLN_USD","A","2019",3331570.511,
"IDN","GDP","TOT","MLN_USD","A","2020",3303238.766,
"IDN","GDP","TOT","MLN_USD","A","2021",3567505.282,
"IDN","GDP","TOT","MLN_USD","A","2022",3969883.308,
"ISR","GDP","TOT","MLN_USD","A","2018",357372.009,
"ISR","GDP","TOT","MLN_USD","A","2019",370643.668,
"ISR","GDP","TOT","MLN_USD","A","2020",370624.727,
"ISR","GDP","TOT","MLN_USD","A","2021",412651.502,
"RUS","GDP","TOT","MLN_USD","A","2018",4231840.387,
"RUS","GDP","TOT","MLN_USD","A","2019",4398115.281,
"RUS","GDP","TOT","MLN_USD","A","2020",4367291.715,
"SVN","GDP","TOT","MLN_USD","A","2018",80823.475,
"SVN","GDP","TOT","MLN_USD","A","2019",87897.466,
"SVN","GDP","TOT","MLN_USD","A","2020",85929.679,
"SVN","GDP","TOT","MLN_USD","A","2021",92701.12,
"SVN","GDP","TOT","MLN_USD","A","2022",106933.333,
"ZAF","GDP","TOT","MLN_USD","A","2018",748464.912,
"ZAF","GDP","TOT","MLN_USD","A","2019",758517.157,
"ZAF","GDP","TOT","MLN_USD","A","2020",711486.517,
"OECD","GDP","TOT","MLN_USD","A","2018",61187845.204,
"OECD","GDP","TOT","MLN_USD","A","2019",63585829.629,"P"
"OECD","GDP","TOT","MLN_USD","A","2020",62106507.197,"P"
"OECD","GDP","TOT","MLN_USD","A","2021",67315574.348,"E"
"OECDE","GDP","TOT","MLN_USD","A","2018",25479952.725,
"OECDE","GDP","TOT","MLN_USD","A","2019",26865281.787,"P"
"OECDE","GDP","TOT","MLN_USD","A","2020",25944624.106,"P"
"OECDE","GDP","TOT","MLN_USD","A","2021",27893963.041,"P"
"LVA","GDP","TOT","MLN_USD","A","2018",59505.492,
"LVA","GDP","TOT","MLN_USD","A","2019",63017.996,
"LVA","GDP","TOT","MLN_USD","A","2020",62750.162,
"LVA","GDP","TOT","MLN_USD","A","2021",65991.926,
"LVA","GDP","TOT","MLN_USD","A","2022",76741.786,
"BRA","GDP","TOT","MLN_USD","A","2018",3145953.19,
"BRA","GDP","TOT","MLN_USD","A","2019",3241317.4,
"BRA","GDP","TOT","MLN_USD","A","2020",3213097.741,
"LTU","GDP","TOT","MLN_USD","A","2018",101910.429,
"LTU","GDP","TOT","MLN_USD","A","2019",111628.422,
"LTU","GDP","TOT","MLN_USD","A","2020",112154.097,
"LTU","GDP","TOT","MLN_USD","A","2021",122723.588,
"LTU","GDP","TOT","MLN_USD","A","2022",139748.025,
"SAU","GDP","TOT","MLN_USD","A","2018",1643610.545,
"SAU","GDP","TOT","MLN_USD","A","2019",1678594.247,
"SAU","GDP","TOT","MLN_USD","A","2020",1628533.458,
"SAU","GDP","TOT","MLN_USD","A","2021",1751177.858,
"EA19","GDP","TOT","MLN_USD","A","2018",16259659.385,
"EA19","GDP","TOT","MLN_USD","A","2019",17236467.348,
"EA19","GDP","TOT","MLN_USD","A","2020",16545535.12,
"EA19","GDP","TOT","MLN_USD","A","2021",17610961.754,
"EA19","GDP","TOT","MLN_USD","A","2022",19499796.552,
"ARG","GDP","TOT","MLN_USD","A","2018",1036307.018,
"ARG","GDP","TOT","MLN_USD","A","2019",1045428.557,
"ARG","GDP","TOT","MLN_USD","A","2020",952070.065,
"ARG","GDP","TOT","MLN_USD","A","2021",1092845.898,
"CRI","GDP","TOT","MLN_USD","A","2018",106583.345,
"CRI","GDP","TOT","MLN_USD","A","2019",114952.28,
"CRI","GDP","TOT","MLN_USD","A","2020",111138.964,
"CRI","GDP","TOT","MLN_USD","A","2021",116703.599,"E"
"CRI","GDP","TOT","MLN_USD","A","2022",127686.494,"E"
"BGR","GDP","TOT","MLN_USD","A","2018",161687.808,
"BGR","GDP","TOT","MLN_USD","A","2019",175580.42,
"BGR","GDP","TOT","MLN_USD","A","2020",175386.724,
"BGR","GDP","TOT","MLN_USD","A","2021",193304.902,
"HRV","GDP","TOT","MLN_USD","A","2018",118176.489,
"HRV","GDP","TOT","MLN_USD","A","2019",128412.794,
"HRV","GDP","TOT","MLN_USD","A","2020",120163.984,
"HRV","GDP","TOT","MLN_USD","A","2021",134651.558,"P"
"CYP","GDP","TOT","MLN_USD","A","2018",35289.18,
"CYP","GDP","TOT","MLN_USD","A","2019",38561.465,
"CYP","GDP","TOT","MLN_USD","A","2020",36480.943,"P"
"CYP","GDP","TOT","MLN_USD","A","2021",39001.275,"P"
"MLT","GDP","TOT","MLN_USD","A","2018",22080.012,
"MLT","GDP","TOT","MLN_USD","A","2019",24566.963,
"MLT","GDP","TOT","MLN_USD","A","2020",22961.327,
"MLT","GDP","TOT","MLN_USD","A","2021",25359.372,
"ROU","GDP","TOT","MLN_USD","A","2018",575806.732,
"ROU","GDP","TOT","MLN_USD","A","2019",640553.648,
"ROU","GDP","TOT","MLN_USD","A","2020",642164.611,
"ROU","GDP","TOT","MLN_USD","A","2021",693440.505,"P"
"MKD","GDP","TOT","MLN_USD","A","2018",34872.76,
"MKD","GDP","TOT","MLN_USD","A","2019",37395.328,
"MKD","GDP","TOT","MLN_USD","A","2020",35186.555,"P"
"MKD","GDP","TOT","MLN_USD","A","2021",38021.445,"E"
"ZMB","GDP","TOT","MLN_USD","A","2018",62564.66,
"ZMB","GDP","TOT","MLN_USD","A","2019",64601.642,
"ZMB","GDP","TOT","MLN_USD","A","2020",63559.36,
"HKG","GDP","TOT","MLN_USD","A","2018",465891.515,
"HKG","GDP","TOT","MLN_USD","A","2019",466266.324,
"HKG","GDP","TOT","MLN_USD","A","2020",441000.955,
"HKG","GDP","TOT","MLN_USD","A","2021",488461.722,
"MDG","GDP","TOT","MLN_USD","A","2018",43169.242,"E"
"MDG","GDP","TOT","MLN_USD","A","2019",45918.731,"E"
"MDG","GDP","TOT","MLN_USD","A","2020",43227.888,"E"
"MAR","GDP","TOT","MLN_USD","A","2018",300886.834,
"MAR","GDP","TOT","MLN_USD","A","2019",313443.273,
"MAR","GDP","TOT","MLN_USD","A","2020",292347.633,
"MAR","GDP","TOT","MLN_USD","A","2021",332718.328,
"SGP","GDP","TOT","MLN_USD","A","2018",566206.118,
"SGP","GDP","TOT","MLN_USD","A","2019",582533.634,
"SGP","GDP","TOT","MLN_USD","A","2020",558073.358,
"EU27_2020","GDP","TOT","MLN_USD","A","2018",19958436.656,
"EU27_2020","GDP","TOT","MLN_USD","A","2019",21247314.045,
"EU27_2020","GDP","TOT","MLN_USD","A","2020",20548660.17,
"EU27_2020","GDP","TOT","MLN_USD","A","2021",21912110.491,
"EU27_2020","GDP","TOT","MLN_USD","A","2022",24379357.922,
"ALB","GDP","TOT","MLN_USD","A","2018",38690.695,
"ALB","GDP","TOT","MLN_USD","A","2019",41121.413,
"ALB","GDP","TOT","MLN_USD","A","2020",39826.28,"P"
"SRB","GDP","TOT","MLN_USD","A","2018",123717.018,
"SRB","GDP","TOT","MLN_USD","A","2019",134771.47,
"SRB","GDP","TOT","MLN_USD","A","2020",134862.222,
"SRB","GDP","TOT","MLN_USD","A","2021",147874.29,"P"
"GEO","GDP","TOT","MLN_USD","A","2018",54384.905,
"GEO","GDP","TOT","MLN_USD","A","2019",58115.885,
"GEO","GDP","TOT","MLN_USD","A","2020",54840.076,
"CMR","GDP","TOT","MLN_USD","A","2018",95835.08,
"CMR","GDP","TOT","MLN_USD","A","2019",100939.193,
"CMR","GDP","TOT","MLN_USD","A","2020",102499.678,
"SEN","GDP","TOT","MLN_USD","A","2018",53722.712,
"SEN","GDP","TOT","MLN_USD","A","2019",57219.726,
"SEN","GDP","TOT","MLN_USD","A","2020",58676.63,
