"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","CPI","TOT","AGRWTH","A","2019",1.024094,
"FIN","CPI","TOT","AGRWTH","A","2020",0.2905546,
"FIN","CPI","TOT","AGRWTH","A","2021",2.194574,
"FIN","CPI","TOT","AGRWTH","A","2022",7.123507,
"FRA","CPI","TOT","AGRWTH","A","2018",1.850815,
"FRA","CPI","TOT","AGRWTH","A","2019",1.108255,
"FRA","CPI","TOT","AGRWTH","A","2020",0.4764988,
"FRA","CPI","TOT","AGRWTH","A","2021",1.642331,
"FRA","CPI","TOT","AGRWTH","A","2022",5.222367,
"DEU","CPI","TOT","AGRWTH","A","2018",1.732168,
"DEU","CPI","TOT","AGRWTH","A","2019",1.445667,
"DEU","CPI","TOT","AGRWTH","A","2020",0.1448705,
"DEU","CPI","TOT","AGRWTH","A","2021",3.066667,
"DEU","CPI","TOT","AGRWTH","A","2022",6.872574,
"GRC","CPI","TOT","AGRWTH","A","2018",0.6256205,
"GRC","CPI","TOT","AGRWTH","A","2019",0.2529927,
"GRC","CPI","TOT","AGRWTH","A","2020",-1.247972,
"GRC","CPI","TOT","AGRWTH","A","2021",1.223826,
"GRC","CPI","TOT","AGRWTH","A","2022",9.645261,
"HUN","CPI","TOT","AGRWTH","A","2018",2.850248,
"HUN","CPI","TOT","AGRWTH","A","2019",3.338586,
"HUN","CPI","TOT","AGRWTH","A","2020",3.326744,
"HUN","CPI","TOT","AGRWTH","A","2021",5.110965,
"HUN","CPI","TOT","AGRWTH","A","2022",14.60814,
"ISL","CPI","TOT","AGRWTH","A","2018",2.682915,
"ISL","CPI","TOT","AGRWTH","A","2019",3.013977,
"ISL","CPI","TOT","AGRWTH","A","2020",2.847919,
"ISL","CPI","TOT","AGRWTH","A","2021",4.444243,
"ISL","CPI","TOT","AGRWTH","A","2022",8.308754,
"IRL","CPI","TOT","AGRWTH","A","2018",0.4883702,
"IRL","CPI","TOT","AGRWTH","A","2019",0.9390445,
"IRL","CPI","TOT","AGRWTH","A","2020",-0.3345846,
"IRL","CPI","TOT","AGRWTH","A","2021",2.358143,
"IRL","CPI","TOT","AGRWTH","A","2022",7.807375,
"ITA","CPI","TOT","AGRWTH","A","2018",1.137488,
"ITA","CPI","TOT","AGRWTH","A","2019",0.6112469,
"ITA","CPI","TOT","AGRWTH","A","2020",-0.1377076,
"ITA","CPI","TOT","AGRWTH","A","2021",1.873783,
"ITA","CPI","TOT","AGRWTH","A","2022",8.20129,
"JPN","CPI","TOT","AGRWTH","A","2018",0.9916667,
"JPN","CPI","TOT","AGRWTH","A","2019",0.475,
"JPN","CPI","TOT","AGRWTH","A","2020",-0.01666667,
"JPN","CPI","TOT","AGRWTH","A","2021",-0.25,
"JPN","CPI","TOT","AGRWTH","A","2022",2.508333,
"KOR","CPI","TOT","AGRWTH","A","2018",1.475839,
"KOR","CPI","TOT","AGRWTH","A","2019",0.3830003,
"KOR","CPI","TOT","AGRWTH","A","2020",0.537288,
"KOR","CPI","TOT","AGRWTH","A","2021",2.498333,
"KOR","CPI","TOT","AGRWTH","A","2022",5.087888,
"LUX","CPI","TOT","AGRWTH","A","2018",1.528195,
"LUX","CPI","TOT","AGRWTH","A","2019",1.743321,
"LUX","CPI","TOT","AGRWTH","A","2020",0.8199573,
"LUX","CPI","TOT","AGRWTH","A","2021",2.52692,
"LUX","CPI","TOT","AGRWTH","A","2022",6.336008,
"MEX","CPI","TOT","AGRWTH","A","2018",4.899351,
"MEX","CPI","TOT","AGRWTH","A","2019",3.635961,
"MEX","CPI","TOT","AGRWTH","A","2020",3.396834,
"MEX","CPI","TOT","AGRWTH","A","2021",5.689209,
"MEX","CPI","TOT","AGRWTH","A","2022",7.896276,
"NLD","CPI","TOT","AGRWTH","A","2018",1.703498,
"NLD","CPI","TOT","AGRWTH","A","2019",2.633699,
"NLD","CPI","TOT","AGRWTH","A","2020",1.27246,
"NLD","CPI","TOT","AGRWTH","A","2021",2.67572,
"NLD","CPI","TOT","AGRWTH","A","2022",10.00121,
"NZL","CPI","TOT","AGRWTH","A","2018",1.598298,
"NZL","CPI","TOT","AGRWTH","A","2019",1.619632,
"NZL","CPI","TOT","AGRWTH","A","2020",1.714562,
"NZL","CPI","TOT","AGRWTH","A","2021",3.941121,
"NZL","CPI","TOT","AGRWTH","A","2022",7.172225,
"NOR","CPI","TOT","AGRWTH","A","2018",2.764831,
"NOR","CPI","TOT","AGRWTH","A","2019",2.16773,
"NOR","CPI","TOT","AGRWTH","A","2020",1.286585,
"NOR","CPI","TOT","AGRWTH","A","2021",3.483881,
"NOR","CPI","TOT","AGRWTH","A","2022",5.764123,
"POL","CPI","TOT","AGRWTH","A","2018",1.666667,
"POL","CPI","TOT","AGRWTH","A","2019",2.308333,
"POL","CPI","TOT","AGRWTH","A","2020",3.4,
"POL","CPI","TOT","AGRWTH","A","2021",5.1,
"POL","CPI","TOT","AGRWTH","A","2022",14.3,
"PRT","CPI","TOT","AGRWTH","A","2018",0.9937157,
"PRT","CPI","TOT","AGRWTH","A","2019",0.3381784,
"PRT","CPI","TOT","AGRWTH","A","2020",-0.01243833,
"PRT","CPI","TOT","AGRWTH","A","2021",1.265657,
"PRT","CPI","TOT","AGRWTH","A","2022",7.832691,
"SVK","CPI","TOT","AGRWTH","A","2018",2.514037,
"SVK","CPI","TOT","AGRWTH","A","2019",2.664561,
"SVK","CPI","TOT","AGRWTH","A","2020",1.936941,
"SVK","CPI","TOT","AGRWTH","A","2021",3.149606,
"SVK","CPI","TOT","AGRWTH","A","2022",12.77415,
"ESP","CPI","TOT","AGRWTH","A","2018",1.674981,
"ESP","CPI","TOT","AGRWTH","A","2019",0.699519,
"ESP","CPI","TOT","AGRWTH","A","2020",-0.322753,
"ESP","CPI","TOT","AGRWTH","A","2021",3.093135,
"ESP","CPI","TOT","AGRWTH","A","2022",8.390576,
"SWE","CPI","TOT","AGRWTH","A","2018",1.953535,
"SWE","CPI","TOT","AGRWTH","A","2019",1.784151,
"SWE","CPI","TOT","AGRWTH","A","2020",0.4973673,
"SWE","CPI","TOT","AGRWTH","A","2021",2.163197,
"SWE","CPI","TOT","AGRWTH","A","2022",8.369291,
"CHE","CPI","TOT","AGRWTH","A","2018",0.9363354,
"CHE","CPI","TOT","AGRWTH","A","2019",0.3628862,
"CHE","CPI","TOT","AGRWTH","A","2020",-0.725875,
"CHE","CPI","TOT","AGRWTH","A","2021",0.5818142,
"CHE","CPI","TOT","AGRWTH","A","2022",2.835028,
"TUR","CPI","TOT","AGRWTH","A","2018",16.33246,
"TUR","CPI","TOT","AGRWTH","A","2019",15.17682,
"TUR","CPI","TOT","AGRWTH","A","2020",12.27896,
"TUR","CPI","TOT","AGRWTH","A","2021",19.59649,
"TUR","CPI","TOT","AGRWTH","A","2022",72.30884,
"GBR","CPI","TOT","AGRWTH","A","2018",2.3,
"GBR","CPI","TOT","AGRWTH","A","2019",1.7,
"GBR","CPI","TOT","AGRWTH","A","2020",1,
"GBR","CPI","TOT","AGRWTH","A","2021",2.5,
"GBR","CPI","TOT","AGRWTH","A","2022",7.9,
"USA","CPI","TOT","AGRWTH","A","2018",2.442583,
"USA","CPI","TOT","AGRWTH","A","2019",1.81221,
"USA","CPI","TOT","AGRWTH","A","2020",1.233584,
"USA","CPI","TOT","AGRWTH","A","2021",4.697859,
"USA","CPI","TOT","AGRWTH","A","2022",8.0028,
"BRA","CPI","TOT","AGRWTH","A","2018",3.66485,
"BRA","CPI","TOT","AGRWTH","A","2019",3.732976,
"BRA","CPI","TOT","AGRWTH","A","2020",3.211768,
"BRA","CPI","TOT","AGRWTH","A","2021",8.30166,
"BRA","CPI","TOT","AGRWTH","A","2022",9.280107,
"CHL","CPI","TOT","AGRWTH","A","2018",2.43489,
"CHL","CPI","TOT","AGRWTH","A","2019",2.557545,
"CHL","CPI","TOT","AGRWTH","A","2020",3.045491,
"CHL","CPI","TOT","AGRWTH","A","2021",4.524569,
"CHL","CPI","TOT","AGRWTH","A","2022",11.64387,
"CHN","CPI","TOT","AGRWTH","A","2018",2.1,
"CHN","CPI","TOT","AGRWTH","A","2019",2.9,
"CHN","CPI","TOT","AGRWTH","A","2020",2.5,
"CHN","CPI","TOT","AGRWTH","A","2021",0.9,
"EST","CPI","TOT","AGRWTH","A","2018",3.436327,
"EST","CPI","TOT","AGRWTH","A","2019",2.277259,
"EST","CPI","TOT","AGRWTH","A","2020",-0.4445311,
"EST","CPI","TOT","AGRWTH","A","2021",4.653167,
"EST","CPI","TOT","AGRWTH","A","2022",19.39826,
"IND","CPI","TOT","AGRWTH","A","2018",4.8607,
"IND","CPI","TOT","AGRWTH","A","2019",7.659695,
"IND","CPI","TOT","AGRWTH","A","2020",5.561349,
"IND","CPI","TOT","AGRWTH","A","2021",4.890086,
"IND","CPI","TOT","AGRWTH","A","2022",5.90043,
"IDN","CPI","TOT","AGRWTH","A","2018",3.198346,
"IDN","CPI","TOT","AGRWTH","A","2019",3.030587,
"IDN","CPI","TOT","AGRWTH","A","2020",1.920968,
"IDN","CPI","TOT","AGRWTH","A","2021",1.560136,
"IDN","CPI","TOT","AGRWTH","A","2022",4.209456,
"ISR","CPI","TOT","AGRWTH","A","2018",0.8173239,
"ISR","CPI","TOT","AGRWTH","A","2019",0.8441287,
"ISR","CPI","TOT","AGRWTH","A","2020",-0.5884303,
"ISR","CPI","TOT","AGRWTH","A","2021",1.492288,
"ISR","CPI","TOT","AGRWTH","A","2022",4.394611,
"RUS","CPI","TOT","AGRWTH","A","2018",2.878305,
"RUS","CPI","TOT","AGRWTH","A","2019",4.470367,
"RUS","CPI","TOT","AGRWTH","A","2020",3.38166,
"RUS","CPI","TOT","AGRWTH","A","2021",6.694456,
"SVN","CPI","TOT","AGRWTH","A","2018",1.738609,
"SVN","CPI","TOT","AGRWTH","A","2019",1.630523,
"SVN","CPI","TOT","AGRWTH","A","2020",-0.05485681,
"SVN","CPI","TOT","AGRWTH","A","2021",1.917065,
"SVN","CPI","TOT","AGRWTH","A","2022",8.833699,
"ZAF","CPI","TOT","AGRWTH","A","2018",4.517165,
"ZAF","CPI","TOT","AGRWTH","A","2019",4.120246,
"ZAF","CPI","TOT","AGRWTH","A","2020",3.210036,
"ZAF","CPI","TOT","AGRWTH","A","2021",4.611672,
"ZAF","CPI","TOT","AGRWTH","A","2022",7.039727,
"OECD","CPI","TOT","AGRWTH","A","2018",2.60716,
"OECD","CPI","TOT","AGRWTH","A","2019",2.068703,
"OECD","CPI","TOT","AGRWTH","A","2020",1.346726,
"OECD","CPI","TOT","AGRWTH","A","2021",3.986406,
"OECD","CPI","TOT","AGRWTH","A","2022",9.549949,
"G-7","CPI","TOT","AGRWTH","A","2018",2.088158,
"G-7","CPI","TOT","AGRWTH","A","2019",1.52095,
"G-7","CPI","TOT","AGRWTH","A","2020",0.8373157,
"G-7","CPI","TOT","AGRWTH","A","2021",3.493542,
"G-7","CPI","TOT","AGRWTH","A","2022",7.142418,
"OECDE","CPI","TOT","AGRWTH","A","2018",3.020349,
"OECDE","CPI","TOT","AGRWTH","A","2019",2.613281,
"OECDE","CPI","TOT","AGRWTH","A","2020",1.597061,
"OECDE","CPI","TOT","AGRWTH","A","2021",4.104239,
"OECDE","CPI","TOT","AGRWTH","A","2022",13.78401,
"COL","CPI","TOT","AGRWTH","A","2018",3.24057,
"COL","CPI","TOT","AGRWTH","A","2019",3.52302,
"COL","CPI","TOT","AGRWTH","A","2020",2.52662,
"COL","CPI","TOT","AGRWTH","A","2021",3.495073,
"COL","CPI","TOT","AGRWTH","A","2022",10.17724,
"LVA","CPI","TOT","AGRWTH","A","2018",2.53446,
"LVA","CPI","TOT","AGRWTH","A","2019",2.811403,
"LVA","CPI","TOT","AGRWTH","A","2020",0.2190611,
"LVA","CPI","TOT","AGRWTH","A","2021",3.275814,
"LVA","CPI","TOT","AGRWTH","A","2022",17.31029,
"SAU","CPI","TOT","AGRWTH","A","2018",2.458142,
"SAU","CPI","TOT","AGRWTH","A","2019",-2.093333,
"SAU","CPI","TOT","AGRWTH","A","2020",3.445458,
"SAU","CPI","TOT","AGRWTH","A","2021",3.06329,
"SAU","CPI","TOT","AGRWTH","A","2022",2.474074,
"EA19","CPI","TOT","AGRWTH","A","2018",1.8,
"EA19","CPI","TOT","AGRWTH","A","2019",1.2,
"EA19","CPI","TOT","AGRWTH","A","2020",0.3,
"EA19","CPI","TOT","AGRWTH","A","2021",2.6,
"EA19","CPI","TOT","AGRWTH","A","2022",8.4,
"ARG","CPI","TOT","AGRWTH","A","2018",34.27723,
"ARG","CPI","TOT","AGRWTH","A","2019",53.54831,
"ARG","CPI","TOT","AGRWTH","A","2020",42.01509,
"ARG","CPI","TOT","AGRWTH","A","2021",48.40938,
"ARG","CPI","TOT","AGRWTH","A","2022",72.43076,
"LTU","CPI","TOT","AGRWTH","A","2018",2.697928,
"LTU","CPI","TOT","AGRWTH","A","2019",2.334509,
"LTU","CPI","TOT","AGRWTH","A","2020",1.199894,
"LTU","CPI","TOT","AGRWTH","A","2021",4.683544,
"LTU","CPI","TOT","AGRWTH","A","2022",19.70505,
"CRI","CPI","TOT","AGRWTH","A","2018",2.221115,
"CRI","CPI","TOT","AGRWTH","A","2019",2.096046,
"CRI","CPI","TOT","AGRWTH","A","2020",0.7249115,
"CRI","CPI","TOT","AGRWTH","A","2021",1.726478,
"G-20","CPI","TOT","AGRWTH","A","2018",3.230422,
"G-20","CPI","TOT","AGRWTH","A","2019",3.563748,
"G-20","CPI","TOT","AGRWTH","A","2020",2.694649,
"G-20","CPI","TOT","AGRWTH","A","2021",4.284405,
"G-20","CPI","TOT","AGRWTH","A","2022",8.563109,
"EU27_2020","CPI","TOT","AGRWTH","A","2018",1.8,
"EU27_2020","CPI","TOT","AGRWTH","A","2019",1.4,
"EU27_2020","CPI","TOT","AGRWTH","A","2020",0.7,
"EU27_2020","CPI","TOT","AGRWTH","A","2021",2.9,
"EU27_2020","CPI","TOT","AGRWTH","A","2022",9.2,
